Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,high_value_flag
3529,CA-2017-130680,24/06/2017,29/06/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,San Diego,California,92024.0,West,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,38.24,0
3936,CA-2018-123001,2/9/2018,8/9/2018,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309.0,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,0
4059,CA-2016-124058,20/11/2016,24/11/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Oakland,California,94601.0,West,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,72.744,0
4105,US-2018-155999,7/8/2018,13/08/2018,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,159.96,0
5766,US-2015-126340,8/11/2015,14/11/2015,Standard Class,EB-13870,Emily Burns,Consumer,United States,Redding,California,96003.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,333.576,0
5842,CA-2016-126725,17/11/2016,21/11/2016,Standard Class,BS-11665,Brian Stugart,Consumer,United States,San Diego,California,92105.0,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,415.968,0
6607,CA-2017-148852,26/05/2017,31/05/2017,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704.0,West,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,211.168,0
6704,CA-2016-139164,23/06/2016,28/06/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805.0,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -�headset�- Convertible, Monaural",217.584,0
6706,CA-2016-139164,23/06/2016,28/06/2016,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805.0,West,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,0
7502,CA-2018-121048,14/07/2018,18/07/2018,Standard Class,TC-21295,Toby Carlisle,Consumer,United States,Westminster,California,92683.0,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,0
7694,CA-2015-102330,29/12/2015,3/1/2016,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513.0,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,0
8145,CA-2017-100993,5/2/2017,10/2/2017,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,San Diego,California,92037.0,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,159.968,0
9180,CA-2018-156776,7/8/2018,11/8/2018,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683.0,West,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference�phone,707.88,0
9198,CA-2015-103310,10/5/2015,15/05/2015,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1432.0,1
9374,CA-2018-102820,7/5/2018,11/5/2018,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Pasadena,California,91104.0,West,TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless Bluetooth�Headset�with,419.944,0
9613,CA-2017-110086,18/09/2017,22/09/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Woodland,California,95695.0,West,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,0
9672,US-2018-140312,13/11/2018,19/11/2018,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Dublin,California,94568.0,West,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,0
9701,CA-2018-154116,15/12/2018,19/12/2018,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Inglewood,California,90301.0,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,0
1353,CA-2018-162978,4/5/2018,9/5/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94109.0,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,0
2221,CA-2018-130841,28/07/2018,1/8/2018,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6,1
2794,CA-2015-154599,12/4/2015,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,1075.088,1
2795,CA-2015-154599,12/4/2015,17/04/2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,438.368,0
3210,CA-2017-108882,9/1/2017,15/01/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,0
3353,US-2015-134733,23/09/2015,28/09/2015,Standard Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,0
4042,CA-2015-110786,29/12/2015,2/1/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,191.976,0
4397,CA-2017-148740,15/11/2017,19/11/2017,Standard Class,AH-10690,Anna H�berlin,Corporate,United States,San Diego,California,92024.0,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,0
5481,CA-2018-105487,8/10/2018,14/10/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,92105.0,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.192,0
5813,US-2016-163279,22/03/2016,26/03/2016,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,San Diego,California,92037.0,West,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -�speaker phone,1487.976,1
5967,CA-2018-119011,20/08/2018,25/08/2018,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109.0,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces�Headset,107.88,0
6270,CA-2018-102379,2/12/2018,6/12/2018,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601.0,West,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,39.992,0
6593,CA-2016-103716,30/04/2016,6/5/2016,Standard Class,KB-16585,Ken Black,Corporate,United States,San Francisco,California,94110.0,West,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,19.8,0
6840,CA-2018-107517,5/2/2018,9/2/2018,Standard Class,FC-14335,Fred Chung,Corporate,United States,Torrance,California,90503.0,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,371.2,0
7831,CA-2016-137302,26/04/2016,1/5/2016,Standard Class,BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105.0,West,TEC-PH-10003174,Technology,Phones,RCA ViSYS 25825 Wireless digital phone,311.976,0
7935,CA-2018-166093,17/08/2018,24/08/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,0
7961,CA-2018-131807,5/10/2018,10/10/2018,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,95928.0,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2 x 4 1/2 x 1, White",7.992,0
8714,CA-2018-136623,11/7/2018,16/07/2018,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105.0,West,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,71.952,0
8858,CA-2018-135909,13/10/2018,20/10/2018,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,95823.0,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,0
9598,CA-2018-104619,24/01/2018,29/01/2018,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123.0,West,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -�speaker phone,110.352,0
2247,CA-2018-103380,21/11/2018,25/11/2018,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104.0,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,0
4991,CA-2018-107321,31/08/2018,4/9/2018,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110.0,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,0
6515,CA-2018-167640,6/3/2018,10/3/2018,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,206.384,0
9134,CA-2016-157805,31/08/2016,4/9/2016,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,San Diego,California,92037.0,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP�Telephone,555.96,0
9462,CA-2015-100867,19/10/2015,24/10/2015,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712.0,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,0
9661,CA-2017-160717,6/6/2017,11/6/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,93101.0,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,3023.928,1
9663,CA-2017-160717,6/6/2017,11/6/2017,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,93101.0,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,477.6,0
8,CA-2015-115812,9/6/2015,14/06/2015,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,907.152,0
12,CA-2015-115812,9/6/2015,14/06/2015,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference�phone�- Charcoal black,911.424,0
91,CA-2017-109806,17/09/2017,22/09/2017,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036.0,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,0
219,CA-2017-130162,28/10/2017,1/11/2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,0
1222,CA-2015-110184,12/7/2015,16/07/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90036.0,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,0
1625,CA-2016-157084,19/12/2016,24/12/2016,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,675.96,0
1879,CA-2018-118885,29/12/2018,2/1/2019,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,0
5180,US-2016-120502,13/04/2016,19/04/2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Los Angeles,California,90036.0,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,258.576,0
5838,CA-2018-133207,27/11/2018,3/12/2018,Standard Class,DO-13645,Doug OConnell,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,57.568,0
5943,CA-2017-151092,6/8/2017,13/08/2017,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.168,0
5992,US-2018-163300,15/09/2018,21/09/2018,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.544,0
6013,CA-2016-135580,30/12/2016,3/1/2017,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,287.88,0
6944,CA-2016-139248,25/07/2016,30/07/2016,Standard Class,RD-19930,Russell DAscenzo,Consumer,United States,Los Angeles,California,90032.0,West,TEC-PH-10004094,Technology,Phones,Motorola L703CM,623.96,0
8059,CA-2016-121188,28/08/2016,4/9/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049.0,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,0
8456,CA-2017-154081,22/05/2017,29/05/2017,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90049.0,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,0
9235,CA-2017-126732,2/9/2017,6/9/2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,1
9455,CA-2016-129546,28/09/2016,5/10/2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,0
9765,CA-2015-123855,18/06/2015,23/06/2015,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10000215,Technology,Phones,Plantronics Cordless�Phone Headset�with In-line Volume - M214C,139.8,0
2590,CA-2017-137729,5/5/2017,9/5/2017,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004.0,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,0
3619,CA-2018-141929,4/9/2018,8/9/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5.56,0
4592,CA-2017-129868,26/12/2017,31/12/2017,Standard Class,MC-18130,Mike Caudle,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10002275,Technology,Phones,Mitel 5320 IP Phone VoIP phone,302.384,0
6866,US-2017-126452,21/08/2017,28/08/2017,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,91.96,0
6868,US-2017-126452,21/08/2017,28/08/2017,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,0
7597,CA-2016-164567,15/06/2016,19/06/2016,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90004.0,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,225.576,0
7621,US-2015-144078,25/11/2015,29/11/2015,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -�speaker phone,539.92,0
8897,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.6,0
478,CA-2017-103891,12/7/2017,19/07/2017,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,0
1450,CA-2016-145821,1/5/2016,7/5/2016,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,88.752,0
1487,CA-2016-140410,3/11/2016,7/11/2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008.0,West,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,1212.848,1
1612,CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10000441,Technology,Phones,VTech DS6151,201.584,0
1613,CA-2015-156349,26/05/2015,30/05/2015,Standard Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,0
4960,CA-2017-166226,18/11/2017,22/11/2017,Standard Class,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90008.0,West,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,0
6041,CA-2018-122364,24/09/2018,29/09/2018,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90008.0,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,0
6293,CA-2016-151253,22/04/2016,26/04/2016,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB�Headset�-�headset�- Full size, Binaural",88.776,0
6338,CA-2017-165995,30/08/2017,6/9/2017,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Los Angeles,California,90008.0,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,0
1503,CA-2017-100468,24/11/2017,1/12/2017,Standard Class,AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",33.52,0
1659,CA-2018-161809,20/01/2018,26/01/2018,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,0
1927,US-2017-139710,9/6/2017,15/06/2017,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,0
2406,CA-2018-108574,7/10/2018,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,0
2407,CA-2018-108574,7/10/2018,11/10/2018,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2 x 4 1/2 x 1, White",79.92,0
2509,CA-2018-163902,2/3/2018,8/3/2018,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045.0,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,0
4309,CA-2015-125829,4/11/2015,11/11/2015,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,666.344,0
4504,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10000213,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,0
4507,US-2015-138247,24/12/2015,29/12/2015,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,818.376,0
4999,CA-2017-129238,31/01/2017,4/2/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045.0,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,0
5405,US-2017-143280,22/02/2017,26/02/2017,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,0
8105,CA-2016-149846,22/05/2016,26/05/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,775.728,0
1163,CA-2015-127964,3/3/2015,8/3/2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,0
2150,CA-2018-102771,31/03/2018,5/4/2018,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,84.95,0
2661,CA-2018-123372,28/11/2018,2/12/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,1979.89,1
2956,CA-2017-153353,18/08/2017,24/08/2017,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,0
3192,CA-2018-123981,2/10/2018,8/10/2018,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,0
4161,CA-2018-115546,14/05/2018,18/05/2018,Standard Class,AH-10465,Amy Hunt,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,0
5447,US-2017-127425,26/08/2017,31/08/2017,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,0
5714,US-2015-143707,1/3/2015,5/3/2015,Standard Class,HR-14770,Hallie Redmond,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,5.94,0
5920,US-2016-126977,17/09/2016,23/09/2016,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,0
